,Hindi,roman
896,सन् १८३९ में सागर और दामोह जिले को मिलाकर एक कमिश्नरी बना दी गई जिसकी देखरेख झाँसी से होती थी।,san 1839 mein Sagar aur Damoh jile ko milakar ek kamishnari bana di gai jiski dekhrekh Jhansi se hoti thi.
897,बनता है।,banataa hai.
898,निवेदिता की शादी विरेन से तय हो जाती है और बाद में यह सामने आता है कि वह सिद्धार्थ और उसके परिवार से बदला लेने के लिए उससे शादी कर रहा है।,Nivedita ki shadi Viren se tay ho jati hai aur baad men yah samne aata hai ki wah Siddharth aur uske pariwar se badla lene ke liye usse shadi kar raha hai.
899,"मिथिलांचल के महिषी प्रखण्ड के अन्तर्गत मैना-महिपुरा गाँव में कारू खिरहरि ने गोरहोहाट के नाचुकेश्वर महादेव के मंदिर में भगवान शिव की उग्र तपस्या की,जिससे प्रसन्न होकर भगवान शिव ने साक्षात दर्शन दिये।","Mithilanchal ke Mahishi Prakhand ke antargat Maina-Mahipura gaon men Kaaru Khirhari ne Gorhohaat ke Navhukeshawr Mahadeve ke mandir men bhagwan Shiv kii ugr tapsya kii,jisase prasann hokar bhgwan Shiv ne sakshaat darshan diye."
900,आप इसमें अपनी और अपने ही युग की अत्यन्त सरस कथा पाएंगे।,aap ismein apni aur apne hi yug ki atyant saras katha payenge.
901,"प्रभाकर शुक्‍ल,भारत के उत्तर प्रदेश की प्रथम विधानसभा सभा में विधायक रहे।","Prabhakar Shuk‍la,Bharat ke Uttar Pradesh ki pratham vidhansabha sabha mein vidhaayak rahe."
902,खाद्य अपमिश्रण जाँच के आसान परीक्षण (डॉ॰ अनुपमा सिंह एवं डॉ॰ मानविका सहगल),khadya apmisharn jaanch ke aasaan parikshan (Dr॰ Anupama Singh evam Dr॰ Maanvikaa Sahgal)
903,सामानी साम्राज्य,samani samrajya
904,भद्रकाली (शाब्दिक अर्थ : 'अच्छी काली') हिन्दुओं की एक देवी हैं जिनकी पूजा मुख्यतः दक्षिण भारत में होती है।,Bhadrakaali (shabdik arth : 'acchhi kaali') Hinduon ki ek devi hain jinki puja mukhyat: dakshin Bharat men hoti hai.
905,"यह दिखाने के लिए, कंपनी ने ब्रॉडवे बिल्डिंग और साइट खरीदी.","yah dikhane ke liye, company ne Bradway bilding aur site kharidi."
906,"उदाहरण के लिए, एक आत्मा जिसमें ब्राह्मण की प्रकृति है शुद्र और इसके विपरीत रूप में जन्म ले सकता है।","udaharan ke liye, ek atma jismen Brahman ki prakriti hai Shudra aur iske viprit roop main janm le sakta hai."
907,नई दिल्ली: प्रवीण प्रकाशन.,New Delhi: Pravin Prakashan
908,अल्का कटारिया,alka katariya
909,"ये क्रियाएँ ऊष्माक्षेपक होती हैं, इसलिए इस विधि में बाह्य ईधंन की आवश्यकता नहीं पड़ती।","ye kriyae ushmakshepak hoti hai, isliye is vidhi me bahya indhan ki aavshyakta nahi padti."
910,"नोकिया ५२०० एक्सप्रेस म्यूजिक, नोकिया द्वारा बनाया गया एक मोबाइल फ़ोन उपकरण है।","Nokia 5200 express music, nokia dwara banaya gaya ek mobile phone upakaran hai."
911,"महाभारत और कृष्ण से जुड़े विभिन्न धारावाहिकों में देवकी और वसुदेव का चित्रण प्राय: एक ऐसे असहाय माता-पिता के रूप में किया गया है, जो हाथ पर हाथ रखकर ईश्वरीय चमत्कार की प्रतीक्षा करते हैं।","mahabharat aur krishna se jude vibhinn dharavaahiko mein Devki aur Vasdev ka chitran prayah ek aise asahay mataa-pita ke roop mein kiya gaya hai, jo haath par haath rakhkar ishwariya chamatkaar ki pratiksha karte hain."
